,cocktail_name,alcoholic,image_url,glass_type,recipe,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,measure11,measure12,measure13,measure14,measure15
487,Swedish Coffee,True,http://www.thecocktaildb.com/images/media/drink/ywtrvt1441246783.jpg,Coffee Mug,Pour the coffee in an ordinary coffee cup. Add the aquavit. Add sugar by taste. Stir and have a nice evening (morning),Coffee,Aquavit,Sugar,,,,,,,,,,,,,1 cup,4 cl ,By taste , , , , , ,,,,,,,
488,Sweet Bananas,False,http://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Milk,Banana,Honey,,,,,,,,,,,,,2 cups ,1 ,1 tblsp , , , , , ,,,,,,,
489,Sweet Sangria,True,http://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,Pitcher,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",Red wine,Sugar,Water,Apple,Orange,Lime,Lemon,Fresca,,,,,,,,2 bottles ,1 cup ,2 cups hot ,1 cup ," wedges
"," wedges
","
","
","
","
","
","
",,,
490,Sweet Tooth,True,http://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,Highball Glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",Godiva liqueur,Milk,,,,,,,,,,,,,,2 shots ,"
","
","
","
","
","
",,,,,,,,
491,Talos Coffee,True,http://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,Brandy snifter,Add your GM and then add your coffee.,Grand Marnier,Coffee,,,,,,,,,,,,,,3 parts ,1 part , , , , , ,,,,,,,,
492,Tennesee Mud,True,http://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,Coffee Mug,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",Coffee,Jack Daniels,Amaretto,Whipped cream,,,,,,,,,,,,8 oz ,4 oz ,4 oz ,"
","
","
","
","
","
",,,,,,
493,Tequila Fizz,True,http://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg,Collins glass,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",Tequila,Lemon juice,Grenadine,Egg white,Ginger ale,,,,,,,,,,,2 oz ,1 tblsp ,3/4 oz ,1 ,"
","
","
","
","
","
",,,,,
494,Tequila Sour,True,http://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,Whiskey sour glass,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",Tequila,Lemon,Powdered sugar,Lemon,Cherry,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1/2 slice ,1 , , , , , ,,,,,
495,Tequila Sunrise,True,http://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,Highball glass,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",Tequila,Orange juice,Grenadine,,,,,,,,,,,,,2 measures ,,,,,,,,,,,,,,
496,Tequila Surprise,True,http://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,Shot glass,Fill shot glass with Tequila. Add drops of Tobasco sauce.,Tequila,Tabasco sauce,,,,,,,,,,,,,,full glass ,About 8 drops , , , , , ,,,,,,,,
497,Texas Rattlesnake,True,http://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,Highball glass,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",Yukon Jack,Cherry brandy,Southern Comfort,Sweet and sour,,,,,,,,,,,,1 part ,1/2 part ,1 part ,1 splash , , , , , ,,,,,,
498,Texas Sling,True,http://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg,Wine Glass,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",Kahlua,Irish cream,Amaretto,151 proof rum,Cream,,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz Bacardi ,1 oz , , , , , ,,,,,
499,Thai Coffee,False,http://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,Highball glass,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",Coffee,Coriander,Cardamom,Sugar,Whipping cream,Ice,,,,,,,,,,6 tblsp ground,1/4 tsp ,4-5 whole green ,,,,,,,,,,,,
500,Thai Iced Coffee,False,http://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,Highball glass,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",Coffee,Sugar,Cream,Cardamom,,,,,,,,,,,,black,"
"," pods
","
","
","
","
","
",,,,,,,
501,Thai Iced Tea,False,http://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,Highball glass,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",Tea,Water,Condensed milk,Ice,Mint,,,,,,,,,,,1/4 cup Thai ,1/2 cup boiling ,2 tsp sweetened ," cubes
", , , , , ,,,,,,
502,The Evil Blue Thing,True,http://www.thecocktaildb.com/images/media/drink/ojnpz71504793059.jpg,Old-fashioned glass,"Pour ingredients into glass, and drop in a blue whale! The blue whale isn't really necessary, but it makes the drink more ""fun"".",Creme de Cacao,Blue Curacao,Light rum,,,,,,,,,,,,,1 1/2 oz ,1 oz ,1/2 oz , , , , , ,,,,,,,
503,Thriller,True,http://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Scotch,Wine,Orange juice,,,,,,,,,,,,,1 1/2 oz ,1 oz Green Ginger ,1 oz , , , , , ,,,,,,,
504,Tia-Maria,True,http://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,Collins Glass,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",Water,Brown sugar,Coffee,Rum,Vanilla extract,,,,,,,,,,,1 cup ,3/4-1 cup ,4 tsp ,1 cup ,4 tsp , , , , , ,,,,,
505,Tom Collins,True,http://www.thecocktaildb.com/images/media/drink/qystvv1439907682.jpg,Collins glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",Gin,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,,,,,,,,,,2 oz ,1 oz ,1 tsp superfine ,3 oz ,1 ,1 , , , , , ,,,,
506,Tomato Tang,False,http://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,Highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Tomato juice,Lemon juice,Celery salt,,,,,,,,,,,,,2 cups ,1-2 tblsp ,1 dash , , , , , ,,,,,,,
507,Tommy's Margarita,True,http://www.thecocktaildb.com/images/media/drink/loezxn1504373874.jpg,Old-Fashioned glass,Shake and strain into a chilled cocktail glass.,Tequila,Lime Juice,Agave syrup,,,,,,,,,,,,,4.5 cl,1.5 cl,2 spoons,,, , ,,,,,,,,
508,Turf Cocktail,True,http://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,Cocktail glass,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,Dry Vermouth,Gin,Anis,Bitters,Orange peel,,,,,,,,,,,1 oz ,1 oz ,1/4 tsp ,2 dashes ,Twist of , , , , , ,,,,,
509,Turkeyball,True,http://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,Shot glass,Shake with ice and strain into a shot glass.,Wild Turkey,Amaretto,Pineapple juice,,,,,,,,,,,,,1 oz ,3/4 oz ,1 splash , , , , , ,,,,,,,
510,Tuxedo Cocktail,True,http://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,Cocktail glass,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,Dry Vermouth,Gin,Maraschino liqueur,Anis,Orange bitters,Cherry,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,1/4 tsp ,1/4 tsp ,2 dashes ,1 , , , , , ,,,,
511,Valencia Cocktail,True,http://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Apricot brandy,Orange juice,Orange bitters,,,,,,,,,,,,,1 1/2 oz ,1 tblsp ,2 dashes , , , , , ,,,,,,,
512,Vampiro,True,http://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg,Old-Fashioned glass,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",Tequila,Tomato Juice,Orange Juice,Lime Juice,Sugar Syrup,Salt,,,,,,,,,,6 cl,3 cl,3 cl,1.5 cl,1 dash,1 pinch, ,,,,,,,,
513,Van Vleet,True,http://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg,Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Light rum,Maple syrup,Lemon juice,,,,,,,,,,,,,3 oz ,1 oz ,1 oz , , , , , ,,,,,,,
514,Vermouth Cassis,True,http://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg,Highball glass,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",Dry Vermouth,Creme de Cassis,Carbonated water,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,"
","
","
","
","
","
",,,,,,,
515,Vesper,True,http://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg,Cocktail glass,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",Gin,Vodka,Lillet Blanc,,,,,,,,,,,,,6 cl,1.5 cl,0.75 cl,,, , ,,,,,,,,
516,Vesuvio,True,http://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg,Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Light rum,Sweet Vermouth,Lemon,Powdered sugar,Egg white,,,,,,,,,,,1 oz ,1/2 oz ,Juice of 1/2 ,1 tsp ,1 , , , , , ,,,,,
517,Veteran,True,http://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,Old-fashioned glass,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,Dark rum,Cherry brandy,,,,,,,,,,,,,,2 oz ,1/2 oz , , , , , ,,,,,,,,
518,Victor,True,http://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Sweet Vermouth,Brandy,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz , , , , , ,,,,,,,
519,Victory Collins,True,http://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,Collins glass,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,Vodka,Lemon juice,Grape juice,Powdered sugar,Orange,,,,,,,,,,,1 1/2 oz ,3 oz ,3 oz unsweetened ,1 tsp ,1 slice , , , , , ,,,,,
520,Vodka And Tonic,True,http://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,Highball glass,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",Vodka,Tonic water,,,,,,,,,,,,,,2 oz ,"
","
","
","
","
","
",,,,,,,,
521,Vodka Fizz,True,http://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,White wine glass,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",Vodka,Half-and-half,Limeade,Ice,Nutmeg,,,,,,,,,,,2 oz ,2 oz ,2 oz ,"
","
","
","
","
","
","
",,,,,
522,Vodka Martini,True,http://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,Cocktail glass,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",Vodka,Dry Vermouth,Olive,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,1 , , , , , ,,,,,,,
523,Vodka Russian,True,http://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,Collins Glass,Mix it as a ordinary drink .,Vodka,Schweppes Russchian,,,,,,,,,,,,,,2 oz ,"
","
","
","
","
","
",,,,,,,,
524,Waikiki Beachcomber,True,http://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Triple sec,Gin,Pineapple juice,,,,,,,,,,,,,3/4 oz ,3/4 oz ,1 tblsp , , , , , ,,,,,,,
525,Whiskey Sour,True,http://www.thecocktaildb.com/images/media/drink/o56h041504352725.jpg,Old-fashioned glass,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",Blended whiskey,Lemon,Powdered sugar,Cherry,Lemon,,,,,,,,,,,2 oz ,Juice of 1/2 ,1/2 tsp ,1 ,1/2 slice , , , , , ,,,,,
526,Whisky Mac,True,http://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,Collins Glass,Pour both of the ingredients into a wine goblet with no ice.,Scotch,Wine,,,,,,,,,,,,,,1 1/2 oz ,1 oz Green Ginger , , , , , ,,,,,,,,
527,White Lady,True,http://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg,Cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,Gin,Triple Sec,Lemon Juice,,,,,,,,,,,,,4cl,3cl,2cl,, , , , , ,,,,,,
528,White Russian,True,http://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg,Old-fashioned glass,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,Vodka,Coffee liqueur,Light cream,,,,,,,,,,,,,2 oz ,1 oz ,"
","
","
","
","
","
",,,,,,,
529,Whitecap Margarita,True,http://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,Margarita/Coupette glass,Place all ingredients in a blender and blend until smooth. This makes one drink.,Ice,Tequila,Cream of coconut,Lime juice,,,,,,,,,,,,1 cup ,2 oz ,1/4 cup ,3 tblsp fresh , , , , , ,,,,,,
530,Wine Cooler,False,http://www.thecocktaildb.com/images/media/drink/yutxtv1473344210.jpg,Collins Glass,Mix wine and soft drink. Pour into glass. Add ice.,Red wine,Lemon-lime soda,Ice,,,,,,,,,,,,,2 oz white or ,5 oz ," cubes
","
","
","
","
","
",,,,,,,
531,Wine Punch,True,http://www.thecocktaildb.com/images/media/drink/txustu1473344310.jpg,Collins Glass,Combine all of the ingredients and pour over a block of ice.,Red wine,Lemon,Orange juice,Orange,Pineapple juice,,,,,,,,,,,1 bottle ,2 ,1 cup ,3 ,1 cup , , , , , ,,,,,
532,Yellow Bird,True,http://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,Cocktail glass,Shake and strain into a chilled cocktail glass,White Rum,Galliano,Triple Sec,Lime Juice,,,,,,,,,,,,3 cl,1.5 cl,1.5 cl,1.5 cl, , , , , ,,,,,,
533,Yoghurt Cooler,False,http://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",Yoghurt,Fruit,Ice,,,,,,,,,,,,,1 cup ,1 cup ,"
","
","
","
","
","
",,,,,,,
534,Zambeer,True,http://www.thecocktaildb.com/images/media/drink/bje5401485619578.jpg,Collins Glass,Mix sambuca with rootbeer and stir. Add ice,Sambuca,Root beer,Ice,,,,,,,,,,,,,1 1/2 oz ,Add 10 oz ," cubes
","
","
","
","
","
",,,,,,,
535,Zenmeister,True,http://www.thecocktaildb.com/images/media/drink/qyuvsu1479209462.jpg,Collins Glass,Mix together and enjoy,Jägermeister,Root beer,,,,,,,,,,,,,,1/2 oz ,1/2 oz , , , , , ,,,,,,,,
536,Ziemes Martini Apfelsaft,True,http://www.thecocktaildb.com/images/media/drink/xnzr2p1485619687.jpg,Collins Glass,Serve without ice. At least the juice shold have room temperature.,Vermouth,Apple juice,,,,,,,,,,,,,,4 cl ,16 cl , , , , , ,,,,,,,,
537,Zima Blaster,True,http://www.thecocktaildb.com/images/media/drink/1wifuv1485619797.jpg,Hurricane glass,"Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy.",Zima,Chambord raspberry liqueur,,,,,,,,,,,,,,12 oz ,3 oz , , , , , ,,,,,,,,
538,Zimadori Zinger,True,http://www.thecocktaildb.com/images/media/drink/bw8gzx1485619920.jpg,Collins glass,Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.,Midori melon liqueur,Zima,,,,,,,,,,,,,,1.5 oz ,12 oz , , , , , ,,,,,,,,
539,Zinger,True,http://www.thecocktaildb.com/images/media/drink/iixv4l1485620014.jpg,Highball glass,Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.,Peachtree schnapps,Surge,,,,,,,,,,,,,,4 shots ,4 shots , , , , , ,,,,,,,,
540,Zipperhead,True,http://www.thecocktaildb.com/images/media/drink/r2qzhu1485620235.jpg,Whiskey sour glass,"Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",Chambord raspberry liqueur,Vodka,Soda water,,,,,,,,,,,,,1 shot ,1 shot ,Fill with , , , , , ,,,,,,,
541,Zippy's Revenge,True,http://www.thecocktaildb.com/images/media/drink/1sqm7n1485620312.jpg,Old-fashioned glass,Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold,Amaretto,Rum,Kool-Aid,,,,,,,,,,,,,2 oz ,2 oz ,4 oz Grape , , , , , ,,,,,,,
542,Zizi Coin-coin,True,http://www.thecocktaildb.com/images/media/drink/0fbo2t1485620752.jpg,Margarita/Coupette glass,"Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass.",Cointreau,Lemon juice,Ice,Lemon,,,,,,,,,,,,5 cl ,2 cl ," cubes
"," or lime
","
","
","
","
","
",,,,,,
543,Zoksel,True,http://www.thecocktaildb.com/images/media/drink/ft8ed01485620930.jpg,Beer pilsner,"No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it.",Beer,Root beer,Lemonade,Coca-Cola,7-Up,Creme de Cassis,Lemon,,,,,,,,,"
","
","
"," slice
","
","
","
","
","
",,,,,,
544,Zorbatini,True,http://www.thecocktaildb.com/images/media/drink/wtkqgb1485621155.jpg,Cocktail glass,Prepare like a Martini. Garnish with a green olive.,Vodka,Ouzo,,,,,,,,,,,,,,1 1/4 oz Stoli ,1/4 oz , , , , , ,,,,,,,,
